order_item_id,order_id,product_id,quantity,total_price
380,123,133,1,486.76
381,124,227,3,2117.19
382,124,206,2,1110.34
383,124,419,2,828.64
384,125,351,1,718.27
385,125,209,2,1681.64
386,125,71,1,830.97
387,125,51,3,112.74
388,126,279,1,86.38
389,126,150,1,653.81
390,126,178,2,113.86
391,126,99,3,759.72
392,127,102,1,44.08
393,127,82,1,784.65
394,127,469,1,99.89
395,127,302,2,1228.66
396,128,402,1,35.42
397,129,343,1,637.61
398,130,409,3,1451.55
399,130,499,3,233.04
400,130,169,3,1209.15
401,131,92,3,230.19
402,131,399,1,314.99
403,131,446,3,2271.69
404,131,42,2,1794.1
405,131,85,3,329.82
406,132,225,2,1138.94
407,132,231,2,879.84
408,133,402,1,35.42
409,134,372,2,429.5
410,134,132,1,658.18
411,135,55,3,1748.88
412,135,404,3,557.43
413,135,71,3,2492.91
414,135,301,1,298.31
415,135,109,1,925.61
416,136,238,2,322.66
417,136,49,2,296.92
418,136,35,1,950.66
419,136,335,2,1209.3
420,136,313,3,1505.28
421,137,317,3,1240.41
422,137,181,2,241.62
423,138,259,1,856.73
424,138,228,1,884.8
425,138,170,3,843.0
426,138,373,1,114.57
427,139,173,2,894.5
428,139,372,1,214.75
429,139,451,3,185.64
430,139,371,3,621.27
431,140,427,3,1031.13
432,141,62,2,1427.44
433,141,422,1,998.87
434,141,16,3,222.3
435,142,149,1,768.28
436,142,224,3,2373.72
437,142,293,3,2658.69
438,143,246,2,583.08
439,143,293,1,886.23
440,143,274,3,646.02
441,143,260,2,602.78
442,144,222,3,1010.85
443,145,226,2,627.32
444,145,283,3,1425.63
445,145,148,1,429.92
446,145,288,2,1711.3
447,145,405,1,520.37
448,146,282,1,945.33
449,146,224,3,2373.72
450,146,138,3,1321.71
451,146,333,3,1570.26
452,146,364,1,518.92
453,147,99,2,506.48
454,148,85,2,219.88
455,149,126,3,2729.52
456,149,458,3,1222.29
457,149,77,2,1228.56
458,149,3,3,2137.23
459,150,405,3,1561.11
460,151,113,2,1964.08
461,152,41,1,99.52
462,152,284,3,64.35
463,152,311,2,1282.36
464,152,29,2,1208.22
465,153,5,2,1678.84
466,153,75,2,1436.48
467,154,416,3,545.76
468,154,249,2,407.02
469,154,18,3,434.88
470,155,43,1,671.23
471,155,494,2,621.74
472,155,211,1,625.71
473,155,382,2,1666.34
474,155,259,1,856.73
475,156,148,2,859.84
476,156,225,2,1138.94
477,156,97,3,2830.14
478,156,23,3,1031.01
479,157,172,1,917.94
480,157,295,2,1008.26
481,157,461,3,2115.27
482,158,392,1,552.87
483,158,351,2,1436.54
484,158,306,2,1661.4
485,159,297,3,1716.12
486,159,271,2,212.24
487,159,472,3,924.3
488,159,78,3,1682.91
489,160,444,3,808.32
490,160,83,2,604.9
491,160,222,1,336.95
492,161,314,1,838.63
493,161,140,2,477.16
494,161,437,2,1430.94
495,162,368,3,1477.86
496,162,419,1,414.32
497,162,171,2,1629.38
498,163,41,1,99.52
499,164,479,3,1945.86
500,165,256,3,1474.68
501,166,269,2,1673.2
502,166,63,2,1951.56
503,166,429,1,915.3
504,166,308,2,724.1
505,167,456,1,284.42
506,167,148,3,1289.76
507,167,9,3,2926.59
508,168,316,3,1987.92
509,168,381,1,678.99
510,168,101,2,1625.96
511,169,299,3,2708.01
512,169,116,2,698.62
513,169,223,1,499.12
514,170,291,3,1097.4
515,170,279,3,259.14
516,171,438,1,322.64
517,171,358,3,864.75
518,172,392,2,1105.74
519,172,379,1,532.98
520,172,328,1,59.73
521,172,292,1,856.25
522,172,451,1,61.88
523,173,445,3,1672.53
524,173,49,3,445.38
525,173,433,2,679.24
526,174,407,1,468.14
527,174,367,3,1110.24
528,174,378,3,1765.98
529,174,45,1,539.4
530,175,185,3,2279.22
531,175,171,2,1629.38
532,175,187,2,98.2
533,176,204,1,924.62
534,176,195,1,798.01
535,176,196,3,1009.74
536,176,403,1,567.21
537,176,196,3,1009.74
538,177,70,2,46.7
539,177,27,2,257.58
540,177,406,3,2805.24
541,177,18,3,434.88
542,177,37,1,104.98
543,178,31,3,2495.85
544,178,16,1,74.1
545,179,299,1,902.67
546,179,259,2,1713.46
547,179,244,2,697.02
548,179,45,1,539.4
549,179,263,2,850.22
550,180,370,3,2042.4
551,180,120,2,1673.56
552,181,88,2,694.84
553,181,377,1,942.65
554,181,197,2,1410.98
555,182,177,3,1352.52
556,182,402,3,106.26
557,182,473,2,565.58
558,182,255,2,811.16
559,182,148,1,429.92
560,183,200,1,811.0
561,184,222,3,1010.85
562,184,2,1,984.28
563,184,422,1,998.87
564,184,201,2,1615.26
565,185,310,2,1085.06
566,185,491,2,632.92
567,186,144,3,1050.3
568,186,365,1,571.56
569,186,412,3,108.9
570,186,345,2,1356.08
571,186,329,1,395.25
572,187,32,3,1129.47
573,187,12,2,588.66
574,187,322,3,1931.94
575,187,1,1,185.93
576,188,71,2,1661.94
577,188,21,1,302.89
578,189,264,3,1413.24
579,189,428,2,856.94
580,189,440,1,443.27
581,189,288,2,1711.3
582,190,441,1,173.65
583,190,376,1,798.0
584,191,51,2,75.16
585,191,245,3,2470.74
586,191,12,2,588.66
587,192,132,1,658.18
588,193,496,3,1450.32
589,193,41,2,199.04
590,193,236,1,875.6
591,193,407,3,1404.42
592,193,21,1,302.89
593,194,415,3,913.38
594,194,301,1,298.31
595,195,373,1,114.57
596,195,62,2,1427.44
597,196,17,2,1408.92
598,197,252,1,250.15
599,197,447,2,503.06
600,198,439,2,428.96
601,199,130,2,1230.74
602,199,482,2,267.12
603,199,377,1,942.65
604,200,151,2,596.36
605,200,303,2,295.8
606,201,412,1,36.3
607,202,280,3,2538.06
608,203,119,1,141.85
609,203,46,1,469.09
610,204,335,2,1209.3
611,204,88,2,694.84
612,205,32,3,1129.47
613,205,288,1,855.65
614,205,147,1,733.59
615,205,229,3,2035.02
616,206,163,3,616.65
617,206,169,1,403.05
618,206,11,1,233.41
619,206,168,1,326.18
620,206,26,1,484.24
621,207,283,1,475.21
622,207,479,1,648.62
623,207,178,2,113.86
624,207,379,1,532.98
625,208,425,3,2645.88
626,208,356,3,918.09
627,208,40,1,208.07
628,209,399,2,629.98
629,210,461,3,2115.27
630,210,8,1,488.0
631,210,105,1,878.54
632,210,420,1,809.41
633,210,36,3,2644.23
634,211,308,1,362.05
635,211,139,2,275.42
636,211,434,1,962.56
637,211,157,1,789.95
638,211,445,3,1672.53
639,212,40,3,624.21
640,212,244,3,1045.53
641,212,489,3,2570.04
642,213,126,1,909.84
643,213,182,3,2275.83
644,213,75,2,1436.48
645,213,14,1,503.41
646,214,414,3,2647.38
647,214,24,3,943.05
648,214,452,2,1113.54
649,214,343,1,637.61
650,214,128,2,1292.38
651,215,307,3,144.81
652,216,23,3,1031.01
653,216,201,2,1615.26
654,216,252,3,750.45
655,217,68,1,672.65
656,217,233,3,81.15
657,217,369,1,253.1
658,217,230,2,616.08
659,217,90,1,538.76
660,218,377,3,2827.95
661,219,325,2,414.42
662,219,319,1,757.21
663,219,207,1,445.58
664,219,125,1,120.23
665,220,282,1,945.33
666,220,129,2,799.06
667,221,161,2,644.44
668,221,308,2,724.1
669,221,404,3,557.43
670,221,243,2,752.8
671,222,203,1,272.26
672,222,211,1,625.71
673,222,431,1,242.07
674,223,76,2,1491.58
675,224,160,3,2531.55
676,224,398,2,941.88
677,224,469,1,99.89
678,224,214,3,1236.93
679,224,229,3,2035.02
680,225,425,3,2645.88
681,226,183,2,1109.76
682,226,70,1,23.35
683,226,212,2,1489.82
684,226,336,2,745.16
685,226,315,1,453.13
686,227,242,1,647.16
687,227,474,1,502.31
688,227,37,2,209.96
689,227,365,2,1143.12
690,228,10,3,2222.07
691,228,95,1,805.14
692,229,190,1,241.07
693,229,396,2,1189.88
694,230,284,3,64.35
695,230,293,2,1772.46
696,230,448,1,499.0
697,231,316,3,1987.92
698,231,380,2,1683.02
699,231,217,3,1283.01
700,232,15,3,2787.75
701,232,408,2,1957.02
702,233,471,1,387.62
703,233,164,2,260.04
704,233,83,2,604.9
705,233,370,3,2042.4
706,234,212,2,1489.82
707,234,384,3,326.85
708,234,380,2,1683.02
709,234,239,3,984.66
710,234,404,1,185.81
711,235,241,2,1055.78
712,235,326,2,1827.3
713,235,64,1,199.44
714,235,105,1,878.54
715,236,395,3,1465.68
716,236,161,3,966.66
717,236,470,1,617.42
718,236,398,2,941.88
719,236,186,2,417.12
720,237,212,2,1489.82
721,238,433,1,339.62
722,239,225,1,569.47
723,239,241,2,1055.78
724,239,452,1,556.77
725,240,183,3,1664.64
726,240,68,3,2017.95
727,240,482,2,267.12
728,240,371,3,621.27
729,241,63,1,975.78
730,241,159,2,1072.28
731,241,359,3,66.03
732,242,151,3,894.54
733,242,226,3,940.98
734,242,36,3,2644.23
735,243,87,3,1249.68
736,244,438,2,645.28
737,245,15,2,1858.5
738,246,97,1,943.38
739,246,285,2,1012.14
740,246,460,2,386.74
741,246,83,2,604.9
742,247,313,1,501.76
743,247,369,3,759.3
744,247,116,3,1047.93
745,248,400,2,471.8
746,249,154,1,42.05
747,249,171,3,2444.07
748,249,450,1,811.35
749,249,323,2,760.46
750,249,289,3,1743.96
751,250,60,1,798.91
752,250,252,2,500.3
753,250,78,2,1121.94
754,250,310,1,542.53
755,250,234,3,929.73
756,251,106,1,840.62
757,251,220,2,74.44
758,251,475,3,1179.39
759,251,173,1,447.25
760,252,260,2,602.78
761,252,269,2,1673.2
762,253,341,1,189.59
763,254,291,3,1097.4
764,255,488,1,326.89
765,256,36,3,2644.23
766,256,141,3,1571.97
767,256,318,3,1814.19
768,256,134,3,2625.0
769,257,230,3,924.12
770,257,377,2,1885.3
771,257,416,1,181.92
772,257,277,1,38.74
773,258,360,2,941.5
774,259,440,2,886.54
775,259,342,1,747.58
776,260,387,2,1322.0
777,260,389,3,1093.98
778,260,448,1,499.0
779,260,216,1,916.12
780,260,153,2,1193.04
781,261,208,3,2682.75
782,261,100,2,1383.28
783,261,98,2,1812.08
784,261,466,2,1055.46
785,261,219,1,933.76
786,262,251,1,194.56
787,262,248,3,2068.74
788,262,155,3,1502.16
789,263,36,3,2644.23
790,264,492,2,120.82
791,265,182,1,758.61
792,265,418,1,591.8
793,265,147,3,2200.77
794,266,320,2,1057.78
795,266,406,3,2805.24
796,266,198,2,554.08
797,267,486,2,1270.44
798,267,283,1,475.21
799,267,229,1,678.34
800,268,160,1,843.85
801,268,435,1,871.24
802,268,329,2,790.5
803,268,364,1,518.92
804,268,181,1,120.81
805,269,168,3,978.54
806,269,464,1,996.94
807,269,264,1,471.08
808,269,16,3,222.3
809,269,107,3,258.09
810,270,438,2,645.28
811,270,465,2,823.24
812,271,404,2,371.62
813,271,402,1,35.42
814,271,341,1,189.59
815,271,191,2,706.86
816,271,187,3,147.3
817,272,332,2,200.4
818,272,74,3,1807.86
819,273,381,1,678.99
820,273,231,3,1319.76
821,274,187,3,147.3
822,274,230,1,308.04
823,274,365,1,571.56
824,275,121,3,2180.55
825,275,27,1,128.79
826,276,399,2,629.98
827,277,418,3,1775.4
828,277,183,1,554.88
829,277,138,2,881.14
830,277,44,2,636.7
831,278,330,3,1798.56
832,278,149,3,2304.84
833,278,419,2,828.64
834,279,281,3,203.88
835,279,226,1,313.66
836,279,233,1,27.05
837,279,146,1,957.79
838,279,300,3,1659.6
839,280,479,3,1945.86
840,280,157,3,2369.85
841,280,104,3,713.64
842,281,328,2,119.46
843,282,426,2,665.34
844,282,190,1,241.07
845,282,270,3,1409.28
846,283,256,3,1474.68
847,283,131,2,467.74
848,283,193,1,256.95
849,284,139,3,413.13
850,284,141,2,1047.98
851,284,349,2,1712.82
852,284,273,2,782.64
853,285,442,3,2431.2
854,286,217,1,427.67
855,286,419,1,414.32
856,286,140,2,477.16
857,286,447,1,251.53
858,286,153,3,1789.56
859,287,35,2,1901.32
860,287,70,1,23.35
861,287,5,3,2518.26
862,287,31,1,831.95
863,287,255,2,811.16
864,288,79,2,20.58
865,288,293,3,2658.69
866,288,150,2,1307.62
867,288,375,1,888.1
868,289,267,1,698.41
869,290,480,2,1307.16
870,290,238,2,322.66
871,291,498,3,590.61
872,291,197,2,1410.98
873,291,453,2,450.72
874,292,279,2,172.76
875,292,152,1,273.23
876,292,212,1,744.91
877,293,289,1,581.32
878,293,315,2,906.26
879,293,291,2,731.6
880,294,181,3,362.43
881,294,221,2,1993.34
882,294,63,3,2927.34
883,294,215,2,1220.76
884,295,299,2,1805.34
885,296,497,3,864.03
886,296,303,2,295.8
887,297,487,2,311.76
888,297,246,1,291.54
889,297,190,3,723.21
890,297,244,2,697.02
891,298,159,1,536.14
892,298,177,1,450.84
893,298,146,1,957.79
894,298,230,2,616.08
895,298,188,3,396.93
896,299,454,3,1775.85
897,299,308,2,724.1
898,299,431,1,242.07
899,299,433,2,679.24
900,299,8,2,976.0
901,300,268,1,407.79
902,300,139,2,275.42
903,300,458,3,1222.29
904,301,360,1,470.75
905,301,96,2,1065.98
906,301,272,2,581.02
907,302,468,1,514.28
908,302,127,1,105.54
909,302,133,1,486.76
910,302,376,2,1596.0
911,302,176,1,352.57
912,303,255,3,1216.74
913,303,444,2,538.88
914,303,87,3,1249.68
915,304,201,3,2422.89
916,304,31,1,831.95
917,304,112,2,1345.82
918,305,366,2,1869.4
919,305,357,1,309.09
920,305,46,1,469.09
921,305,127,2,211.08
922,306,136,3,2110.05
923,306,127,2,211.08
924,306,434,1,962.56
925,306,242,1,647.16
926,307,239,1,328.22
927,307,378,3,1765.98
928,307,455,2,597.94
929,307,41,2,199.04
930,308,311,1,641.18
931,308,120,2,1673.56
932,308,120,2,1673.56
933,309,34,3,2953.68
934,309,241,1,527.89
935,309,13,2,1322.32
936,309,102,3,132.24
937,309,190,2,482.14
938,310,52,3,887.91
939,310,30,3,2121.78
940,310,470,3,1852.26
941,310,49,3,445.38
942,310,240,3,1160.85
943,311,337,2,1844.48
944,311,410,2,1403.56
945,312,412,1,36.3
946,313,343,3,1912.83
947,313,449,2,1295.2
948,314,321,3,2577.75
949,315,64,3,598.32
950,315,314,3,2515.89
951,316,307,2,96.54
952,316,386,2,1953.06
953,316,223,2,998.24
954,317,303,2,295.8
955,317,17,2,1408.92
956,317,403,3,1701.63
957,318,486,3,1905.66
958,318,223,1,499.12
959,318,359,1,22.01
960,318,16,1,74.1
961,318,481,2,909.4
962,319,369,3,759.3
963,319,415,2,608.92
964,319,241,2,1055.78
965,319,89,1,420.61
966,320,291,2,731.6
967,320,227,2,1411.46
968,320,305,2,1026.18
969,321,266,3,2337.48
970,321,452,2,1113.54
971,322,159,1,536.14
972,322,364,2,1037.84
973,323,222,1,336.95
974,323,234,2,619.82
975,324,346,2,1401.72
976,324,480,3,1960.74
977,325,461,3,2115.27
978,325,94,3,195.15
979,326,191,1,353.43
980,326,342,1,747.58
981,326,39,3,332.07
982,326,138,2,881.14
983,327,172,2,1835.88
984,327,98,2,1812.08
985,327,111,1,830.06
986,327,106,2,1681.24
987,327,348,1,363.47
988,328,215,3,1831.14
989,328,320,3,1586.67
990,328,120,1,836.78
991,328,195,1,798.01
992,329,138,2,881.14
993,329,225,3,1708.41
994,330,437,1,715.47
995,330,364,1,518.92
996,330,333,1,523.42
997,330,492,1,60.41
998,330,197,3,2116.47
999,331,365,3,1714.68
1000,331,340,2,405.14
1001,331,140,1,238.58
1002,331,241,3,1583.67
1003,331,414,2,1764.92
1004,332,66,1,211.77
1005,332,265,1,243.99
1006,332,229,1,678.34
1007,332,84,1,498.58
1008,333,379,2,1065.96
1009,334,477,3,120.57
1010,334,490,3,2373.84
1011,334,305,3,1539.27
1012,334,148,1,429.92
1013,335,388,2,1643.48
1014,335,276,1,41.37
1015,335,349,1,856.41
1016,336,122,1,717.6
1017,336,448,1,499.0
1018,336,445,3,1672.53
1019,336,187,3,147.3
1020,337,486,1,635.22
1021,337,112,2,1345.82
1022,337,481,1,454.7
1023,338,294,1,202.26
1024,338,477,2,80.38
1025,338,334,1,635.0
1026,338,220,2,74.44
1027,338,84,2,997.16
1028,339,194,3,1007.07
1029,339,382,2,1666.34
1030,339,326,1,913.65
1031,339,389,1,364.66
1032,340,423,3,2623.02
1033,340,184,2,1806.9
1034,340,118,2,1291.64
1035,340,135,1,926.37
1036,340,441,3,520.95
1037,341,274,3,646.02
1038,342,380,3,2524.53
1039,342,475,2,786.26
1040,342,2,1,984.28
1041,342,14,3,1510.23
1042,343,162,1,827.15
1043,343,431,1,242.07
1044,344,296,2,1599.18
1045,344,223,1,499.12
1046,344,364,3,1556.76
1047,345,303,2,295.8
1048,345,10,2,1481.38
1049,346,199,3,2005.38
1050,346,342,1,747.58
1051,347,435,1,871.24
1052,348,483,2,1970.2
1053,348,220,2,74.44
1054,348,438,2,645.28
1055,348,12,1,294.33
1056,348,246,3,874.62
1057,349,15,2,1858.5
1058,350,61,1,631.24
1059,350,436,1,763.23
1060,350,452,2,1113.54
1061,351,52,2,591.94
1062,351,120,2,1673.56
1063,351,251,2,389.12
1064,351,275,2,1434.68
1065,351,134,2,1750.0
1066,352,98,2,1812.08
1067,352,263,3,1275.33
1068,352,185,2,1519.48
1069,352,309,2,904.76
1070,353,327,3,2756.28
1071,354,358,1,288.25
1072,354,254,2,1145.32
1073,354,487,1,155.88
1074,355,229,3,2035.02
1075,355,190,2,482.14
1076,356,38,3,972.27
1077,357,239,1,328.22
1078,357,134,2,1750.0
1079,357,326,1,913.65
1080,357,384,1,108.95
1081,358,185,2,1519.48
1082,358,141,1,523.99
1083,358,383,1,133.61
1084,358,290,3,147.54
1085,359,70,3,70.05
1086,359,498,3,590.61
1087,360,477,3,120.57
1088,360,98,3,2718.12
1089,360,477,1,40.19
1090,360,186,1,208.56
1091,361,10,3,2222.07
1092,362,414,1,882.46
1093,362,16,3,222.3
1094,362,295,1,504.13
1095,363,387,1,661.0
1096,363,186,3,625.68
1097,364,92,1,76.73
1098,364,235,3,692.88
1099,364,116,3,1047.93
1100,365,3,2,1424.82
1101,365,224,3,2373.72
1102,365,224,2,1582.48
1103,365,411,2,457.88
1104,366,452,3,1670.31
1105,366,165,3,2799.06
1106,366,17,1,704.46
1107,367,393,3,1804.62
1108,367,189,3,2174.22
1109,368,374,2,1538.44
1110,368,275,2,1434.68
1111,368,455,2,597.94
1112,368,164,1,130.02
1113,369,97,2,1886.76
1114,369,78,1,560.97
1115,369,373,2,229.14
1116,369,370,2,1361.6
