event_id,customer_id,event_type,event_timestamp
156,1560,add_to_cart,2026-04-14 11:30:49
157,9084,purchase,2026-04-14 11:27:46
158,8594,add_to_cart,2026-04-14 11:28:34
159,6081,add_to_cart,2026-04-14 11:31:23
160,3273,add_to_cart,2026-04-14 11:30:44
161,9730,add_to_cart,2026-04-14 11:30:12
162,6930,view,2026-04-14 11:30:30
163,6891,click,2026-04-14 11:28:21
164,1036,purchase,2026-04-14 11:30:05
165,3613,add_to_cart,2026-04-14 11:29:03
166,4687,view,2026-04-14 11:29:35
167,5259,view,2026-04-14 11:29:49
168,9450,purchase,2026-04-14 11:30:02
169,8428,add_to_cart,2026-04-14 11:26:52
170,1378,add_to_cart,2026-04-14 11:30:17
171,4670,click,2026-04-14 11:31:08
172,5173,add_to_cart,2026-04-14 11:28:34
173,3459,add_to_cart,2026-04-14 11:27:06
174,2566,purchase,2026-04-14 11:28:12
175,595,add_to_cart,2026-04-14 11:30:30
176,2715,click,2026-04-14 11:31:42
177,7771,view,2026-04-14 11:32:23
178,6851,click,2026-04-14 11:30:22
179,6526,view,2026-04-14 11:26:45
180,1583,add_to_cart,2026-04-14 11:30:14
181,9692,view,2026-04-14 11:27:54
182,9762,click,2026-04-14 11:29:55
183,6184,purchase,2026-04-14 11:26:53
184,8604,click,2026-04-14 11:29:02
185,7272,view,2026-04-14 11:28:03
186,8880,view,2026-04-14 11:31:13
187,2888,add_to_cart,2026-04-14 11:30:05
188,9165,click,2026-04-14 11:30:38
189,7110,purchase,2026-04-14 11:30:26
190,9143,view,2026-04-14 11:32:26
191,2123,add_to_cart,2026-04-14 11:32:40
192,9780,view,2026-04-14 11:28:57
193,7520,click,2026-04-14 11:30:20
194,906,click,2026-04-14 11:31:38
195,3372,click,2026-04-14 11:28:22
196,563,click,2026-04-14 11:31:49
197,4768,purchase,2026-04-14 11:28:11
198,4038,purchase,2026-04-14 11:27:20
199,3639,click,2026-04-14 11:28:27
200,5669,add_to_cart,2026-04-14 11:30:03
201,2269,view,2026-04-14 11:28:30
202,9670,add_to_cart,2026-04-14 11:29:28
203,3149,view,2026-04-14 11:28:14
204,6405,purchase,2026-04-14 11:32:09
205,5906,purchase,2026-04-14 11:32:02
206,3879,add_to_cart,2026-04-14 11:32:04
207,2070,click,2026-04-14 11:26:49
208,3118,purchase,2026-04-14 11:30:32
209,9326,add_to_cart,2026-04-14 11:26:51
210,4876,click,2026-04-14 11:30:53
211,7022,click,2026-04-14 11:31:57
212,4990,add_to_cart,2026-04-14 11:31:06
213,9870,add_to_cart,2026-04-14 11:28:22
214,2745,click,2026-04-14 11:29:39
215,7615,click,2026-04-14 11:32:05
216,416,add_to_cart,2026-04-14 11:29:55
217,8880,view,2026-04-14 11:31:32
218,6136,view,2026-04-14 11:30:41
219,2698,click,2026-04-14 11:29:21
220,2208,add_to_cart,2026-04-14 11:27:49
221,6299,purchase,2026-04-14 11:27:59
222,331,view,2026-04-14 11:27:32
223,3604,view,2026-04-14 11:29:06
224,4226,click,2026-04-14 11:30:58
225,1958,add_to_cart,2026-04-14 11:32:06
226,1517,purchase,2026-04-14 11:28:16
227,2350,add_to_cart,2026-04-14 11:28:28
228,6552,add_to_cart,2026-04-14 11:26:41
229,9705,add_to_cart,2026-04-14 11:28:02
230,3115,add_to_cart,2026-04-14 11:30:14
231,7191,purchase,2026-04-14 11:27:23
232,4918,add_to_cart,2026-04-14 11:30:30
233,8599,click,2026-04-14 11:26:41
234,8975,purchase,2026-04-14 11:28:42
235,9802,click,2026-04-14 11:31:30
236,6430,view,2026-04-14 11:28:24
237,2516,purchase,2026-04-14 11:31:37
238,2569,add_to_cart,2026-04-14 11:32:34
239,2692,add_to_cart,2026-04-14 11:27:14
240,7925,view,2026-04-14 11:31:59
241,5066,click,2026-04-14 11:28:57
242,127,add_to_cart,2026-04-14 11:29:13
243,6298,purchase,2026-04-14 11:28:22
244,3033,view,2026-04-14 11:26:45
245,7715,click,2026-04-14 11:27:28
246,2729,click,2026-04-14 11:30:07
247,7650,purchase,2026-04-14 11:26:57
248,3713,view,2026-04-14 11:26:58
249,3320,view,2026-04-14 11:31:46
250,6020,view,2026-04-14 11:27:48
251,4237,add_to_cart,2026-04-14 11:28:27
252,6545,view,2026-04-14 11:32:19
253,6643,click,2026-04-14 11:28:10
254,5240,click,2026-04-14 11:32:12
255,6900,add_to_cart,2026-04-14 11:28:36
256,4167,view,2026-04-14 11:29:43
257,8791,purchase,2026-04-14 11:27:10
258,9923,purchase,2026-04-14 11:29:49
259,6117,click,2026-04-14 11:29:01
260,4245,purchase,2026-04-14 11:28:41
261,7558,purchase,2026-04-14 11:31:42
262,409,purchase,2026-04-14 11:31:45
263,7962,purchase,2026-04-14 11:27:27
264,9449,add_to_cart,2026-04-14 11:28:35
265,3254,click,2026-04-14 11:28:51
266,3082,view,2026-04-14 11:31:46
267,3422,purchase,2026-04-14 11:30:05
268,3179,add_to_cart,2026-04-14 11:31:41
269,5843,click,2026-04-14 11:32:24
270,605,add_to_cart,2026-04-14 11:31:28
271,3341,add_to_cart,2026-04-14 11:31:32
272,3328,purchase,2026-04-14 11:31:37
273,9020,view,2026-04-14 11:27:35
274,1793,view,2026-04-14 11:29:49
275,3051,click,2026-04-14 11:28:51
276,5595,view,2026-04-14 11:30:26
277,6456,click,2026-04-14 11:29:16
278,4561,add_to_cart,2026-04-14 11:32:14
279,9877,purchase,2026-04-14 11:28:08
280,9771,purchase,2026-04-14 11:29:16
281,5164,purchase,2026-04-14 11:27:40
282,1433,purchase,2026-04-14 11:27:26
283,2753,add_to_cart,2026-04-14 11:28:03
284,9358,purchase,2026-04-14 11:28:43
285,7228,purchase,2026-04-14 11:28:21
286,3212,add_to_cart,2026-04-14 11:27:58
287,9783,add_to_cart,2026-04-14 11:30:45
288,1038,click,2026-04-14 11:32:33
289,2733,click,2026-04-14 11:30:04
290,8081,click,2026-04-14 11:29:58
291,787,add_to_cart,2026-04-14 11:30:04
292,6746,click,2026-04-14 11:28:02
293,2587,view,2026-04-14 11:27:58
294,6324,add_to_cart,2026-04-14 11:31:36
295,5254,purchase,2026-04-14 11:30:46
296,4077,purchase,2026-04-14 11:29:36
297,2417,view,2026-04-14 11:28:07
298,8187,add_to_cart,2026-04-14 11:31:21
299,8334,add_to_cart,2026-04-14 11:29:14
300,7211,view,2026-04-14 11:28:50
301,1062,purchase,2026-04-14 11:28:44
302,5476,add_to_cart,2026-04-14 11:31:37
303,1741,view,2026-04-14 11:31:08
304,7127,purchase,2026-04-14 11:31:58
305,4557,add_to_cart,2026-04-14 11:29:27
306,1198,add_to_cart,2026-04-14 11:27:01
307,485,click,2026-04-14 11:31:35
308,871,add_to_cart,2026-04-14 11:28:04
309,3682,view,2026-04-14 11:31:56
310,2905,view,2026-04-14 11:26:55
311,7207,view,2026-04-14 11:32:36
312,208,add_to_cart,2026-04-14 11:29:21
313,5688,add_to_cart,2026-04-14 11:31:33
314,2011,purchase,2026-04-14 11:29:03
315,2336,purchase,2026-04-14 11:27:00
316,7235,click,2026-04-14 11:26:45
317,949,click,2026-04-14 11:27:31
318,3798,add_to_cart,2026-04-14 11:27:56
319,7743,view,2026-04-14 11:26:59
320,393,add_to_cart,2026-04-14 11:30:48
321,7891,click,2026-04-14 11:29:54
322,880,purchase,2026-04-14 11:28:16
323,5138,view,2026-04-14 11:30:50
324,1803,view,2026-04-14 11:29:50
325,1158,view,2026-04-14 11:31:08
326,2227,purchase,2026-04-14 11:30:11
327,7089,click,2026-04-14 11:27:04
328,4001,click,2026-04-14 11:29:12
329,777,click,2026-04-14 11:32:19
330,5850,add_to_cart,2026-04-14 11:28:37
331,2457,view,2026-04-14 11:32:00
332,8148,view,2026-04-14 11:31:30
333,2051,purchase,2026-04-14 11:27:31
334,3449,purchase,2026-04-14 11:29:12
335,3100,purchase,2026-04-14 11:29:45
336,8976,click,2026-04-14 11:31:36
337,6934,add_to_cart,2026-04-14 11:27:00
338,1818,add_to_cart,2026-04-14 11:28:25
339,4798,purchase,2026-04-14 11:30:13
340,2262,view,2026-04-14 11:30:35
341,5145,purchase,2026-04-14 11:26:46
342,8567,click,2026-04-14 11:31:32
343,7232,add_to_cart,2026-04-14 11:30:48
344,8840,view,2026-04-14 11:26:55
345,7735,add_to_cart,2026-04-14 11:27:36
346,7786,view,2026-04-14 11:27:51
347,9596,click,2026-04-14 11:32:29
348,4061,purchase,2026-04-14 11:31:00
349,2341,purchase,2026-04-14 11:30:35
350,3674,view,2026-04-14 11:27:47
351,7565,click,2026-04-14 11:29:50
352,1819,view,2026-04-14 11:28:16
353,5739,view,2026-04-14 11:29:54
354,1122,add_to_cart,2026-04-14 11:32:19
355,2865,view,2026-04-14 11:32:30
356,1541,click,2026-04-14 11:29:58
357,363,purchase,2026-04-14 11:26:53
358,8776,purchase,2026-04-14 11:28:20
359,4175,purchase,2026-04-14 11:28:02
360,8575,click,2026-04-14 11:29:31
361,9627,view,2026-04-14 11:30:05
362,9802,view,2026-04-14 11:32:20
363,1227,purchase,2026-04-14 11:28:03
364,223,add_to_cart,2026-04-14 11:27:00
365,8953,view,2026-04-14 11:27:30
366,8762,view,2026-04-14 11:30:16
367,2124,view,2026-04-14 11:27:33
368,4861,view,2026-04-14 11:31:51
369,8191,add_to_cart,2026-04-14 11:31:22
370,6115,add_to_cart,2026-04-14 11:27:27
371,3847,view,2026-04-14 11:31:37
372,2823,add_to_cart,2026-04-14 11:28:17
373,6958,add_to_cart,2026-04-14 11:28:30
374,341,click,2026-04-14 11:32:19
375,156,purchase,2026-04-14 11:28:46
376,3638,click,2026-04-14 11:28:09
377,8951,click,2026-04-14 11:28:33
378,3286,view,2026-04-14 11:26:59
379,512,purchase,2026-04-14 11:29:24
380,1748,add_to_cart,2026-04-14 11:31:56
381,672,view,2026-04-14 11:30:48
382,6840,add_to_cart,2026-04-14 11:30:21
383,9207,add_to_cart,2026-04-14 11:31:18
384,283,view,2026-04-14 11:29:43
385,5468,click,2026-04-14 11:31:35
386,4823,purchase,2026-04-14 11:29:00
387,4870,click,2026-04-14 11:30:03
388,10000,purchase,2026-04-14 11:29:46
389,8897,purchase,2026-04-14 11:27:53
390,5347,add_to_cart,2026-04-14 11:26:45
391,8707,view,2026-04-14 11:26:59
392,8164,purchase,2026-04-14 11:29:04
393,7953,view,2026-04-14 11:31:51
394,4112,purchase,2026-04-14 11:27:01
395,5197,purchase,2026-04-14 11:29:30
396,1056,view,2026-04-14 11:27:40
397,2891,add_to_cart,2026-04-14 11:26:41
398,5541,purchase,2026-04-14 11:31:37
399,3384,click,2026-04-14 11:29:59
400,8065,click,2026-04-14 11:28:12
401,4046,purchase,2026-04-14 11:31:31
402,7036,click,2026-04-14 11:26:45
403,7878,view,2026-04-14 11:29:23
404,5200,purchase,2026-04-14 11:30:10
405,3348,view,2026-04-14 11:27:14
406,6540,view,2026-04-14 11:32:30
407,7658,view,2026-04-14 11:30:51
408,7453,purchase,2026-04-14 11:28:29
409,7046,purchase,2026-04-14 11:31:47
410,294,purchase,2026-04-14 11:27:12
411,3631,click,2026-04-14 11:30:28
412,1387,view,2026-04-14 11:28:02
413,3821,purchase,2026-04-14 11:27:51
414,4772,add_to_cart,2026-04-14 11:31:08
415,6143,purchase,2026-04-14 11:28:01
416,3480,view,2026-04-14 11:28:49
417,9767,purchase,2026-04-14 11:27:36
418,1028,view,2026-04-14 11:28:34
419,5277,purchase,2026-04-14 11:32:30
420,8902,add_to_cart,2026-04-14 11:31:31
421,5196,purchase,2026-04-14 11:31:38
422,4249,purchase,2026-04-14 11:28:07
423,1741,add_to_cart,2026-04-14 11:29:46
424,3647,add_to_cart,2026-04-14 11:28:20
425,5335,purchase,2026-04-14 11:32:35
426,1638,purchase,2026-04-14 11:29:06
427,7224,click,2026-04-14 11:30:12
428,7366,purchase,2026-04-14 11:27:58
429,8889,view,2026-04-14 11:31:29
430,2709,add_to_cart,2026-04-14 11:31:12
431,62,click,2026-04-14 11:29:51
432,7240,view,2026-04-14 11:29:27
433,2640,add_to_cart,2026-04-14 11:32:02
434,5689,purchase,2026-04-14 11:27:45
435,1878,click,2026-04-14 11:29:34
436,5370,click,2026-04-14 11:31:53
437,2605,purchase,2026-04-14 11:32:10
438,1994,add_to_cart,2026-04-14 11:27:45
439,6340,purchase,2026-04-14 11:30:05
440,583,add_to_cart,2026-04-14 11:30:34
441,97,add_to_cart,2026-04-14 11:29:42
442,622,view,2026-04-14 11:28:24
443,1807,purchase,2026-04-14 11:32:14
444,6028,click,2026-04-14 11:30:31
445,965,click,2026-04-14 11:28:25
446,3420,add_to_cart,2026-04-14 11:27:53
447,7486,purchase,2026-04-14 11:27:24
448,1992,view,2026-04-14 11:28:24
449,4298,purchase,2026-04-14 11:32:31
450,471,purchase,2026-04-14 11:29:34
451,9136,purchase,2026-04-14 11:31:27
452,1446,add_to_cart,2026-04-14 11:28:20
453,9355,purchase,2026-04-14 11:31:55
454,6309,add_to_cart,2026-04-14 11:28:10
455,3330,view,2026-04-14 11:29:10
456,7545,view,2026-04-14 11:31:57
457,8728,view,2026-04-14 11:28:27
458,2600,view,2026-04-14 11:28:11
459,7004,add_to_cart,2026-04-14 11:28:53
460,4556,purchase,2026-04-14 11:29:18
461,1138,click,2026-04-14 11:32:20
462,9828,purchase,2026-04-14 11:27:44
463,1211,purchase,2026-04-14 11:26:42
464,4687,add_to_cart,2026-04-14 11:30:38
465,6254,add_to_cart,2026-04-14 11:28:15
466,6473,view,2026-04-14 11:28:32
467,312,purchase,2026-04-14 11:30:23
468,9898,click,2026-04-14 11:29:54
469,7448,click,2026-04-14 11:29:26
470,801,view,2026-04-14 11:29:21
471,5891,purchase,2026-04-14 11:27:22
472,1445,add_to_cart,2026-04-14 11:28:15
473,3587,add_to_cart,2026-04-14 11:29:57
474,8733,click,2026-04-14 11:30:00
475,4380,purchase,2026-04-14 11:32:05
476,3550,click,2026-04-14 11:32:31
477,1227,view,2026-04-14 11:27:14
478,1009,purchase,2026-04-14 11:31:52
479,2243,click,2026-04-14 11:30:15
480,1951,view,2026-04-14 11:27:51
481,1035,add_to_cart,2026-04-14 11:28:07
482,8489,view,2026-04-14 11:28:31
483,811,view,2026-04-14 11:29:38
484,7179,view,2026-04-14 11:28:05
485,5629,purchase,2026-04-14 11:28:19
486,9190,click,2026-04-14 11:30:07
487,7911,purchase,2026-04-14 11:27:24
488,4982,click,2026-04-14 11:30:41
489,9958,purchase,2026-04-14 11:30:28
490,9873,purchase,2026-04-14 11:31:41
491,7977,view,2026-04-14 11:32:13
492,3320,view,2026-04-14 11:28:14
493,8875,purchase,2026-04-14 11:31:52
494,4635,click,2026-04-14 11:27:13
495,6150,view,2026-04-14 11:31:47
496,1140,view,2026-04-14 11:27:56
497,3830,click,2026-04-14 11:30:31
498,721,purchase,2026-04-14 11:29:46
499,9537,add_to_cart,2026-04-14 11:28:20
500,5241,add_to_cart,2026-04-14 11:27:54
501,5226,view,2026-04-14 11:31:16
502,2689,add_to_cart,2026-04-14 11:31:09
503,2989,click,2026-04-14 11:31:46
504,6440,purchase,2026-04-14 11:28:06
505,9794,click,2026-04-14 11:27:49
506,1740,purchase,2026-04-14 11:27:53
507,2356,view,2026-04-14 11:29:52
508,7159,view,2026-04-14 11:28:40
509,4667,purchase,2026-04-14 11:28:35
510,1690,click,2026-04-14 11:30:14
511,6588,purchase,2026-04-14 11:31:14
512,3497,click,2026-04-14 11:30:18
513,3449,add_to_cart,2026-04-14 11:29:53
514,3582,click,2026-04-14 11:28:38
515,2555,purchase,2026-04-14 11:31:14
516,1419,click,2026-04-14 11:31:39
517,5489,add_to_cart,2026-04-14 11:29:45
518,1364,add_to_cart,2026-04-14 11:30:29
519,1192,purchase,2026-04-14 11:28:09
520,5297,click,2026-04-14 11:30:27
521,7977,view,2026-04-14 11:27:19
522,2418,purchase,2026-04-14 11:29:13
523,3650,click,2026-04-14 11:30:53
524,7885,view,2026-04-14 11:27:12
525,8354,purchase,2026-04-14 11:28:18
526,859,add_to_cart,2026-04-14 11:30:56
527,4084,add_to_cart,2026-04-14 11:30:22
528,1103,view,2026-04-14 11:29:38
529,6220,click,2026-04-14 11:31:15
530,6577,purchase,2026-04-14 11:26:48
531,3421,add_to_cart,2026-04-14 11:31:18
532,7974,purchase,2026-04-14 11:31:07
533,3469,add_to_cart,2026-04-14 11:31:55
534,3035,purchase,2026-04-14 11:26:42
535,8365,view,2026-04-14 11:28:26
536,7891,click,2026-04-14 11:29:48
537,2145,purchase,2026-04-14 11:28:21
538,1919,click,2026-04-14 11:31:00
539,6856,add_to_cart,2026-04-14 11:28:19
540,5186,add_to_cart,2026-04-14 11:29:57
541,5496,add_to_cart,2026-04-14 11:28:32
542,5966,click,2026-04-14 11:31:49
543,4558,click,2026-04-14 11:27:54
544,9376,purchase,2026-04-14 11:30:36
545,84,add_to_cart,2026-04-14 11:29:54
546,5690,add_to_cart,2026-04-14 11:27:36
547,2294,click,2026-04-14 11:29:33
548,1027,click,2026-04-14 11:28:50
549,7209,add_to_cart,2026-04-14 11:30:11
550,8733,purchase,2026-04-14 11:32:16
551,5156,click,2026-04-14 11:28:37
552,4561,purchase,2026-04-14 11:31:50
553,9110,click,2026-04-14 11:29:17
554,3961,add_to_cart,2026-04-14 11:28:34
555,292,click,2026-04-14 11:30:14
556,7208,click,2026-04-14 11:31:28
557,2287,purchase,2026-04-14 11:30:47
558,8872,purchase,2026-04-14 11:30:49
559,8727,add_to_cart,2026-04-14 11:27:51
560,4254,purchase,2026-04-14 11:30:47
561,2831,view,2026-04-14 11:30:51
562,2471,add_to_cart,2026-04-14 11:29:58
563,4473,click,2026-04-14 11:27:26
564,1576,purchase,2026-04-14 11:31:26
565,6084,purchase,2026-04-14 11:27:11
566,7105,click,2026-04-14 11:30:39
567,3172,view,2026-04-14 11:30:39
568,5221,add_to_cart,2026-04-14 11:27:56
569,9024,add_to_cart,2026-04-14 11:30:46
570,5479,click,2026-04-14 11:28:16
571,1029,purchase,2026-04-14 11:28:27
572,6445,click,2026-04-14 11:31:40
573,1484,add_to_cart,2026-04-14 11:28:21
574,4133,add_to_cart,2026-04-14 11:27:24
575,4142,purchase,2026-04-14 11:30:07
576,406,purchase,2026-04-14 11:29:08
577,4580,click,2026-04-14 11:28:55
578,9769,click,2026-04-14 11:27:54
579,8844,click,2026-04-14 11:32:18
580,719,purchase,2026-04-14 11:29:32
581,563,purchase,2026-04-14 11:27:38
582,2703,add_to_cart,2026-04-14 11:31:08
583,2781,add_to_cart,2026-04-14 11:27:58
584,4787,purchase,2026-04-14 11:31:18
585,5282,purchase,2026-04-14 11:32:20
586,458,purchase,2026-04-14 11:29:54
587,3215,view,2026-04-14 11:28:31
588,8401,purchase,2026-04-14 11:29:49
589,1407,purchase,2026-04-14 11:31:39
590,2872,click,2026-04-14 11:32:32
591,7353,view,2026-04-14 11:31:35
592,6091,add_to_cart,2026-04-14 11:29:04
593,2761,view,2026-04-14 11:30:32
594,8040,purchase,2026-04-14 11:26:53
595,7177,add_to_cart,2026-04-14 11:29:43
596,3730,purchase,2026-04-14 11:28:58
597,5019,view,2026-04-14 11:27:47
598,8100,click,2026-04-14 11:31:35
599,1304,view,2026-04-14 11:30:51
600,954,add_to_cart,2026-04-14 11:31:28
601,1742,view,2026-04-14 11:30:12
602,5553,view,2026-04-14 11:30:04
603,4538,purchase,2026-04-14 11:32:10
604,7940,purchase,2026-04-14 11:28:23
605,1184,add_to_cart,2026-04-14 11:29:12
606,6862,view,2026-04-14 11:31:31
607,301,view,2026-04-14 11:29:15
608,3572,view,2026-04-14 11:27:34
609,3546,purchase,2026-04-14 11:28:42
610,6336,purchase,2026-04-14 11:26:51
611,5739,click,2026-04-14 11:26:48
612,1619,add_to_cart,2026-04-14 11:29:23
613,1907,view,2026-04-14 11:31:51
614,2768,click,2026-04-14 11:30:04
615,3803,view,2026-04-14 11:30:01
616,1063,purchase,2026-04-14 11:31:17
617,4573,view,2026-04-14 11:29:23
618,1880,click,2026-04-14 11:32:05
619,8157,click,2026-04-14 11:28:11
620,8580,view,2026-04-14 11:30:45
621,5109,click,2026-04-14 11:27:26
622,5385,click,2026-04-14 11:26:43
623,6787,purchase,2026-04-14 11:28:27
624,8318,purchase,2026-04-14 11:28:05
625,9741,purchase,2026-04-14 11:29:55
626,5365,click,2026-04-14 11:28:45
627,4928,view,2026-04-14 11:29:47
628,5471,add_to_cart,2026-04-14 11:32:40
629,5206,click,2026-04-14 11:30:44
630,1130,purchase,2026-04-14 11:31:16
631,3604,add_to_cart,2026-04-14 11:30:19
632,1423,purchase,2026-04-14 11:27:14
633,6367,click,2026-04-14 11:27:53
634,3621,purchase,2026-04-14 11:32:02
635,573,click,2026-04-14 11:31:09
636,8226,purchase,2026-04-14 11:32:10
637,797,add_to_cart,2026-04-14 11:31:41
638,5262,purchase,2026-04-14 11:30:23
639,6474,view,2026-04-14 11:27:06
640,5981,view,2026-04-14 11:26:44
641,2055,add_to_cart,2026-04-14 11:31:18
642,1452,view,2026-04-14 11:30:59
643,3288,view,2026-04-14 11:28:55
644,8787,add_to_cart,2026-04-14 11:32:11
645,8060,purchase,2026-04-14 11:29:15
646,4916,view,2026-04-14 11:28:08
