order_id,customer_id,order_date,status
95,8788,2026-03-10,Completed
96,1320,2025-09-03,Returned
97,3309,2025-12-11,Completed
98,329,2025-10-18,Completed
99,5212,2026-01-20,Returned
100,9728,2026-03-15,Completed
101,5343,2026-02-14,Returned
102,6266,2026-01-02,Returned
103,1960,2025-12-10,Completed
104,5881,2025-05-30,Cancelled
105,3191,2026-01-05,Cancelled
106,2436,2026-03-28,Completed
107,9420,2025-08-27,Completed
108,7167,2026-03-10,Returned
109,5485,2026-02-14,Returned
110,3822,2025-05-19,Completed
111,2705,2025-08-30,Completed
112,8267,2025-06-13,Returned
113,4254,2025-10-25,Cancelled
114,6569,2026-03-26,Cancelled
115,9572,2025-12-03,Completed
116,2809,2025-07-22,Cancelled
117,2059,2025-07-13,Cancelled
118,6518,2025-08-03,Returned
119,2770,2025-09-17,Returned
120,7625,2025-11-29,Completed
121,6494,2025-12-20,Cancelled
122,6517,2025-06-09,Returned
123,5813,2025-04-24,Cancelled
124,6697,2025-04-25,Cancelled
125,5260,2026-02-10,Returned
126,4956,2025-10-25,Completed
127,4784,2025-07-03,Returned
128,6781,2025-04-30,Cancelled
129,3874,2025-07-25,Returned
130,5833,2025-06-11,Completed
131,7689,2025-05-12,Returned
132,4617,2025-10-01,Returned
133,6439,2025-08-28,Cancelled
134,6748,2025-12-28,Cancelled
135,1009,2025-04-22,Completed
136,1173,2025-07-16,Returned
137,5429,2025-10-11,Cancelled
138,6259,2025-05-04,Cancelled
139,5275,2025-06-01,Returned
140,9577,2025-04-25,Completed
141,6224,2026-03-01,Completed
142,7000,2026-03-22,Completed
143,3523,2026-04-01,Cancelled
144,5210,2025-06-04,Cancelled
145,7230,2026-02-13,Cancelled
146,7362,2025-04-14,Completed
147,332,2026-03-19,Completed
148,3482,2025-06-14,Cancelled
149,4585,2025-10-27,Completed
150,2757,2025-09-06,Returned
151,7931,2026-02-22,Returned
152,4804,2025-08-17,Cancelled
153,9029,2026-01-11,Cancelled
154,7768,2025-07-29,Returned
155,7923,2026-03-27,Completed
156,161,2025-10-08,Cancelled
157,1070,2025-07-30,Returned
158,1895,2026-04-04,Cancelled
159,4452,2026-02-10,Completed
160,6396,2025-05-27,Completed
161,7432,2025-12-04,Cancelled
162,124,2026-03-10,Returned
163,4574,2025-12-25,Completed
164,7335,2026-02-02,Completed
165,5017,2025-05-02,Returned
166,8279,2025-06-19,Cancelled
167,8371,2025-11-23,Completed
168,4442,2025-08-06,Cancelled
169,3394,2025-05-03,Returned
170,4020,2025-08-28,Cancelled
171,2928,2026-04-10,Returned
172,5826,2025-12-12,Completed
173,4251,2026-01-12,Returned
174,5412,2025-09-03,Returned
175,678,2025-06-16,Returned
176,1455,2025-06-01,Cancelled
177,6574,2025-11-22,Completed
178,4928,2026-01-21,Returned
179,6456,2025-04-15,Cancelled
180,5708,2025-08-19,Returned
181,9393,2026-04-04,Cancelled
182,4569,2026-01-20,Returned
183,6152,2026-01-29,Completed
184,1977,2025-12-13,Cancelled
185,9693,2025-08-16,Returned
186,8838,2025-07-01,Returned
187,5023,2026-03-05,Completed
188,1485,2025-09-25,Returned
189,9550,2026-02-28,Cancelled
190,726,2026-02-19,Completed
191,5437,2025-11-07,Completed
192,7491,2025-12-14,Cancelled
193,147,2026-01-13,Returned
194,9592,2025-09-08,Returned
195,2326,2025-08-11,Returned
196,6245,2025-06-21,Cancelled
197,1997,2025-10-05,Completed
198,9459,2026-04-10,Returned
199,7968,2025-07-14,Cancelled
200,5585,2025-05-16,Cancelled
201,3254,2025-12-26,Completed
202,9828,2026-02-02,Completed
203,4165,2025-06-15,Cancelled
204,8434,2025-06-14,Returned
205,427,2025-09-22,Returned
206,2298,2026-02-12,Returned
207,4709,2025-11-24,Cancelled
208,6838,2025-12-04,Completed
209,3545,2025-11-06,Cancelled
210,4204,2026-02-20,Cancelled
211,1261,2025-08-31,Cancelled
212,9522,2025-11-16,Completed
213,2513,2025-08-17,Returned
214,7005,2025-12-30,Completed
215,3349,2025-12-04,Returned
216,5663,2025-12-04,Completed
217,3505,2026-03-02,Completed
218,560,2025-08-11,Completed
219,3827,2025-12-22,Completed
220,4091,2025-09-03,Cancelled
221,5451,2025-09-21,Completed
222,9332,2025-09-10,Returned
223,6341,2025-10-04,Returned
224,1695,2025-10-01,Returned
225,782,2025-08-06,Completed
226,306,2026-02-22,Completed
227,4192,2025-06-03,Completed
228,1408,2026-01-23,Completed
229,6372,2026-01-01,Returned
230,8671,2025-11-05,Completed
231,9070,2026-02-02,Cancelled
232,3956,2025-07-02,Cancelled
233,3197,2026-04-03,Completed
234,6125,2025-11-06,Returned
235,5920,2026-04-11,Cancelled
236,3539,2025-12-29,Returned
237,8803,2026-03-12,Completed
238,2448,2025-11-07,Completed
239,4479,2025-09-06,Completed
240,2158,2026-03-17,Completed
241,1168,2025-12-22,Completed
242,6372,2026-02-21,Completed
243,5550,2025-09-05,Cancelled
244,7961,2025-07-23,Returned
245,9559,2025-08-08,Cancelled
246,5032,2025-11-12,Cancelled
247,2050,2026-02-21,Returned
248,6126,2026-01-08,Cancelled
249,2171,2026-01-20,Completed
250,6115,2025-06-24,Returned
251,4933,2025-08-31,Returned
252,8837,2025-10-23,Returned
253,5539,2026-02-11,Cancelled
254,4276,2026-02-20,Cancelled
255,9304,2025-07-14,Returned
256,4329,2025-05-08,Returned
257,7584,2025-06-10,Completed
258,2302,2025-05-04,Cancelled
259,2745,2025-12-02,Completed
260,1217,2025-08-15,Returned
261,7165,2025-05-18,Cancelled
262,9840,2026-03-25,Cancelled
263,9137,2025-10-21,Completed
264,1141,2026-02-12,Completed
265,2947,2026-02-25,Cancelled
266,811,2026-03-10,Completed
267,924,2025-04-15,Completed
268,3940,2025-05-05,Cancelled
269,1511,2026-02-25,Cancelled
270,1715,2026-03-27,Completed
271,7769,2025-12-22,Completed
272,9951,2025-12-15,Cancelled
273,803,2026-03-08,Cancelled
274,2581,2025-08-22,Returned
275,1758,2026-01-25,Completed
276,1010,2025-06-08,Cancelled
277,3580,2025-10-26,Cancelled
278,5783,2025-11-18,Returned
279,9186,2025-06-12,Returned
280,3426,2025-09-26,Completed
281,3434,2025-12-16,Returned
282,4374,2025-09-09,Returned
283,3019,2025-12-29,Cancelled
284,276,2025-09-23,Returned
285,7829,2026-03-19,Returned
286,9567,2025-09-28,Cancelled
287,7292,2025-12-08,Cancelled
288,1596,2026-02-08,Completed
289,9070,2025-10-07,Returned
290,7724,2026-01-15,Completed
291,6606,2025-08-02,Returned
292,9070,2026-01-06,Completed
293,6908,2025-06-29,Cancelled
294,3957,2025-12-21,Returned
295,1495,2026-02-13,Returned
296,9958,2025-05-04,Completed
297,4856,2025-12-16,Completed
298,9802,2025-04-15,Completed
299,9914,2025-10-08,Completed
300,1989,2025-10-21,Completed
301,8236,2025-09-05,Completed
302,1780,2026-02-03,Completed
303,5392,2025-09-24,Completed
304,8545,2025-05-19,Cancelled
305,6133,2025-07-12,Cancelled
306,785,2026-02-23,Completed
307,63,2026-02-22,Completed
308,776,2026-02-12,Cancelled
309,2650,2025-10-22,Returned
310,2870,2025-10-06,Completed
311,7100,2025-11-05,Returned
312,6577,2025-05-02,Cancelled
313,7959,2025-12-05,Returned
314,6457,2025-08-18,Returned
315,7364,2025-08-15,Completed
316,6279,2026-04-10,Cancelled
317,8174,2026-03-07,Completed
318,1141,2025-10-20,Completed
319,1799,2025-12-27,Cancelled
320,1023,2026-02-22,Completed
321,7219,2025-06-18,Completed
322,9828,2025-05-03,Completed
323,6114,2025-11-10,Cancelled
324,2080,2025-06-05,Returned
325,4728,2025-05-20,Cancelled
326,4560,2025-11-26,Cancelled
327,232,2026-01-12,Returned
328,2046,2026-04-12,Completed
329,6636,2026-02-13,Cancelled
330,8042,2025-10-16,Returned
331,3337,2026-02-10,Returned
332,2303,2025-06-11,Completed
333,9897,2026-01-10,Returned
334,677,2025-11-25,Cancelled
335,4476,2025-06-24,Returned
336,5272,2025-08-29,Returned
337,993,2026-03-28,Completed
338,7368,2025-08-25,Completed
339,5536,2025-12-29,Completed
340,3,2025-06-30,Returned
341,9329,2026-01-14,Completed
342,1156,2026-01-15,Cancelled
343,4453,2026-04-03,Completed
344,8199,2025-12-28,Cancelled
345,6394,2025-05-15,Completed
346,3765,2025-06-05,Cancelled
347,7576,2026-01-19,Completed
348,1178,2025-12-29,Completed
349,6133,2025-09-14,Returned
350,5320,2025-08-31,Cancelled
351,4271,2026-01-31,Returned
352,2573,2026-02-03,Completed
353,4515,2025-10-24,Cancelled
354,7621,2026-01-07,Returned
355,9838,2026-01-23,Cancelled
356,4034,2025-07-20,Returned
357,7278,2025-07-29,Cancelled
358,6481,2025-10-30,Returned
359,2411,2025-12-19,Cancelled
360,31,2025-04-15,Returned
361,8796,2025-09-24,Returned
362,1952,2025-10-11,Completed
363,9644,2026-03-25,Completed
364,7744,2025-05-30,Cancelled
365,4878,2025-06-09,Completed
366,4091,2025-10-01,Returned
367,235,2026-03-29,Cancelled
368,1084,2025-09-28,Completed
369,8980,2026-04-06,Cancelled
370,9510,2025-04-22,Returned
371,7882,2026-03-28,Returned
372,7336,2026-01-24,Completed
373,8577,2025-12-14,Completed
374,959,2025-09-01,Completed
375,3673,2025-11-05,Returned
376,2546,2026-01-01,Completed
377,9144,2026-02-17,Cancelled
378,885,2025-11-25,Returned
379,2739,2025-05-14,Returned
380,9801,2025-05-08,Returned
381,3148,2025-05-10,Completed
382,9690,2026-01-22,Completed
383,9973,2025-05-25,Returned
384,5579,2025-10-18,Cancelled
385,2698,2025-06-15,Completed
386,8756,2025-04-28,Completed
387,2555,2025-04-27,Returned
388,3690,2025-11-21,Completed
389,8630,2025-05-29,Completed
390,9972,2025-10-18,Returned
391,2779,2026-03-07,Cancelled
392,3334,2025-10-25,Returned
393,1749,2025-10-10,Returned
394,5557,2026-03-19,Completed
395,2733,2026-02-21,Cancelled
396,2236,2025-07-27,Cancelled
397,6361,2025-12-23,Returned
398,4769,2025-11-01,Returned
399,1107,2025-12-25,Returned
400,5015,2026-01-07,Cancelled
401,4961,2026-03-09,Returned
402,8075,2025-04-20,Returned
403,7869,2025-11-06,Returned
404,322,2025-10-28,Completed
405,8459,2025-08-14,Cancelled
406,9449,2025-05-28,Completed
407,4770,2025-04-23,Returned
408,208,2026-03-13,Cancelled
409,6950,2025-09-16,Cancelled
410,4840,2025-04-21,Returned
411,9189,2025-12-23,Returned
412,1124,2025-06-15,Completed
413,2315,2026-03-06,Returned
414,796,2025-06-04,Cancelled
415,596,2025-11-12,Returned
416,5691,2025-06-06,Completed
417,2990,2025-07-26,Cancelled
418,5623,2025-10-04,Completed
419,404,2025-06-26,Returned
420,615,2026-03-25,Returned
421,1526,2026-01-30,Cancelled
422,723,2026-03-14,Returned
423,2481,2026-04-06,Cancelled
424,4021,2026-02-09,Completed
425,5551,2026-03-15,Completed
426,4084,2025-05-11,Cancelled
427,9237,2025-11-06,Cancelled
428,5936,2025-05-29,Completed
429,5396,2025-09-11,Completed
430,5689,2025-10-28,Returned
431,5346,2025-10-09,Completed
432,2768,2025-09-28,Returned
433,6810,2025-05-28,Cancelled
434,5759,2025-12-05,Returned
435,8182,2026-04-06,Returned
436,8067,2026-04-06,Cancelled
437,8593,2025-11-09,Completed
438,6933,2025-10-02,Completed
439,9225,2025-06-21,Cancelled
440,93,2026-03-16,Returned
441,7256,2025-06-27,Cancelled
442,8477,2025-04-25,Completed
443,3316,2025-05-24,Cancelled
444,3544,2026-02-05,Cancelled
445,848,2025-08-28,Returned
446,2153,2025-06-20,Cancelled
447,6345,2026-02-17,Completed
448,3346,2025-09-24,Completed
449,3510,2026-01-11,Cancelled
450,6633,2026-01-05,Returned
451,6316,2025-10-22,Returned
452,3577,2025-08-17,Completed
453,138,2026-01-25,Cancelled
454,8429,2026-02-02,Returned
455,6369,2026-01-01,Cancelled
456,7378,2025-05-31,Completed
457,5773,2025-09-13,Completed
458,4106,2026-01-30,Completed
459,1950,2026-01-23,Cancelled
460,3679,2026-02-03,Cancelled
461,3990,2025-06-10,Cancelled
462,2094,2026-02-21,Returned
463,6005,2025-08-26,Returned
464,9326,2026-02-08,Returned
465,8785,2025-06-19,Returned
466,6195,2025-06-02,Cancelled
467,2536,2025-11-27,Cancelled
468,7364,2026-03-02,Returned
469,848,2025-09-22,Cancelled
470,7281,2026-02-25,Cancelled
471,9762,2025-04-17,Completed
472,886,2026-02-12,Completed
473,1258,2025-06-30,Returned
474,7452,2025-08-02,Completed
475,7284,2025-10-03,Cancelled
476,2166,2025-06-03,Completed
477,787,2025-10-19,Returned
478,9619,2025-06-16,Cancelled
479,9482,2026-01-20,Completed
480,6104,2025-05-31,Returned
481,7970,2025-08-05,Returned
482,494,2025-08-04,Completed
483,6804,2025-12-31,Returned
484,4686,2025-09-22,Completed
485,1397,2025-09-02,Completed
486,1062,2025-06-28,Cancelled
487,7424,2026-01-16,Cancelled
488,7120,2026-03-13,Completed
489,6968,2025-12-30,Returned
490,4776,2026-02-16,Cancelled
491,162,2026-02-22,Cancelled
492,8845,2025-06-15,Cancelled
493,5253,2025-05-09,Cancelled
494,2922,2026-04-08,Cancelled
495,4724,2025-12-22,Returned
496,9978,2026-01-07,Returned
497,6438,2025-06-06,Returned
498,1680,2025-10-04,Completed
499,1968,2025-04-21,Returned
500,4717,2026-04-12,Returned
501,4268,2025-12-16,Cancelled
502,6094,2025-04-26,Returned
503,8015,2025-05-07,Returned
504,7844,2025-05-12,Cancelled
505,2757,2025-09-19,Returned
506,1862,2025-12-07,Returned
507,1888,2025-08-20,Cancelled
508,9161,2025-06-20,Returned
509,5284,2026-03-05,Returned
510,9488,2026-04-07,Cancelled
511,2581,2025-06-23,Returned
512,8680,2025-09-11,Completed
513,9424,2025-06-13,Completed
514,9064,2026-03-31,Returned
515,6756,2025-04-22,Completed
516,6444,2025-12-16,Returned
517,1236,2026-03-21,Cancelled
518,5913,2026-02-17,Cancelled
519,7046,2025-11-25,Cancelled
520,5477,2026-04-06,Returned
521,5881,2026-02-28,Returned
522,9748,2026-02-13,Cancelled
523,8783,2025-11-21,Returned
524,3744,2025-11-30,Cancelled
525,2935,2026-04-05,Completed
526,5785,2025-04-29,Completed
527,2813,2026-02-28,Cancelled
528,8029,2025-08-28,Returned
529,2674,2025-04-18,Cancelled
530,4570,2025-07-10,Cancelled
531,8773,2026-03-28,Completed
532,1780,2025-10-01,Cancelled
533,2605,2025-12-09,Completed
534,9940,2026-02-20,Cancelled
535,7826,2026-04-11,Returned
536,1095,2025-08-07,Cancelled
537,2708,2025-11-18,Cancelled
538,9957,2025-04-19,Returned
539,4350,2025-10-03,Cancelled
540,1510,2025-09-29,Cancelled
541,3264,2025-10-26,Completed
542,7479,2025-10-18,Returned
543,8802,2025-11-20,Completed
544,9511,2026-03-15,Returned
545,9985,2025-04-25,Cancelled
546,8012,2025-12-05,Completed
547,4515,2025-04-26,Returned
548,6262,2025-11-12,Returned
549,9966,2025-08-21,Returned
550,4389,2025-11-20,Cancelled
551,6095,2025-08-09,Cancelled
552,5732,2025-12-14,Returned
553,2475,2025-11-30,Cancelled
554,2011,2025-05-24,Cancelled
555,1753,2026-02-19,Returned
556,5784,2025-04-15,Completed
557,8801,2026-02-26,Cancelled
558,3286,2025-09-05,Completed
559,1604,2026-04-09,Cancelled
560,269,2026-04-11,Cancelled
561,6319,2025-05-11,Cancelled
562,9532,2025-12-26,Cancelled
563,4103,2025-05-16,Returned
564,8908,2025-10-17,Returned
565,8182,2025-11-15,Completed
566,2769,2025-10-11,Cancelled
567,4776,2025-12-30,Cancelled
568,7813,2025-04-21,Returned
569,3300,2026-02-14,Cancelled
570,1155,2025-09-17,Completed
571,5018,2025-09-04,Returned
572,3116,2026-02-23,Returned
573,4396,2025-05-30,Returned
574,4324,2025-08-20,Completed
575,1015,2025-09-15,Returned
576,7080,2025-05-09,Completed
577,4965,2025-11-11,Returned
578,3935,2025-11-13,Cancelled
579,2462,2025-09-30,Returned
580,9163,2025-05-06,Cancelled
581,6463,2025-08-05,Returned
582,1428,2025-09-19,Completed
583,2797,2025-09-05,Returned
584,8176,2025-09-04,Completed
585,2386,2025-07-03,Completed
586,9273,2025-12-10,Returned
587,1012,2025-12-19,Returned
588,6903,2025-05-09,Completed
589,6916,2026-03-09,Completed
590,5422,2025-11-04,Completed
591,8473,2025-10-07,Returned
592,4951,2025-11-17,Cancelled
593,7177,2026-02-23,Returned
594,3483,2025-07-22,Returned
595,2684,2025-08-15,Completed
596,1728,2026-01-12,Completed
597,6324,2025-10-04,Returned
598,800,2025-06-09,Returned
599,5884,2025-06-17,Returned
600,6423,2026-03-04,Cancelled
601,1806,2025-08-27,Cancelled
602,5309,2025-04-23,Returned
603,6167,2025-08-28,Cancelled
604,2973,2025-06-11,Completed
605,4408,2025-08-30,Cancelled
606,3958,2025-07-26,Completed
607,8399,2025-05-28,Completed
608,5475,2026-01-02,Completed
609,5153,2025-04-15,Returned
610,1401,2026-03-23,Completed
611,9429,2026-02-01,Completed
612,7746,2025-10-12,Cancelled
613,7702,2026-03-10,Returned
614,2638,2025-04-22,Cancelled
615,9630,2025-08-04,Returned
616,9196,2026-02-05,Completed
617,3081,2025-12-09,Completed
618,3122,2025-09-18,Cancelled
619,4663,2025-09-08,Returned
620,9143,2025-12-18,Cancelled
621,7576,2025-07-30,Completed
622,612,2026-02-07,Returned
623,9742,2026-01-01,Returned
624,1406,2026-02-15,Cancelled
625,6654,2025-10-20,Returned
626,2924,2026-02-02,Completed
627,564,2025-08-27,Cancelled
628,5556,2025-12-10,Cancelled
629,947,2026-01-31,Cancelled
630,3153,2025-11-11,Completed
631,5264,2025-07-14,Returned
632,9348,2025-09-18,Returned
633,6026,2025-10-25,Returned
634,8114,2025-11-14,Cancelled
635,1065,2025-06-08,Returned
636,1459,2026-02-25,Cancelled
637,9155,2025-09-15,Completed
638,8586,2026-02-25,Completed
639,4359,2025-10-20,Completed
640,7256,2025-11-19,Cancelled
641,1714,2025-07-03,Completed
642,8034,2025-12-25,Cancelled
643,2418,2025-05-25,Completed
644,124,2025-08-26,Returned
645,4924,2026-01-30,Cancelled
646,126,2025-12-08,Cancelled
647,5155,2025-12-06,Returned
648,7253,2025-11-14,Returned
649,4771,2026-01-22,Returned
650,388,2025-08-24,Returned
651,6410,2026-03-12,Returned
652,8822,2025-11-16,Cancelled
653,7966,2025-12-09,Cancelled
654,6478,2025-10-06,Completed
655,1694,2025-06-04,Cancelled
656,4881,2025-07-12,Cancelled
657,2673,2026-02-24,Returned
658,3228,2025-12-20,Completed
659,1051,2025-08-20,Completed
660,6758,2025-11-09,Returned
661,4608,2025-08-03,Completed
662,3345,2025-08-03,Cancelled
663,7165,2025-06-05,Returned
664,7972,2025-08-25,Returned
665,7116,2025-04-21,Returned
666,6592,2025-09-20,Completed
667,7038,2026-02-02,Completed
668,8899,2026-01-10,Completed
669,6334,2025-09-18,Cancelled
670,7486,2026-02-16,Returned
671,2105,2025-04-24,Returned
672,6813,2025-05-13,Completed
673,2389,2025-12-08,Cancelled
674,8772,2026-03-12,Completed
675,9400,2025-11-18,Returned
676,5199,2025-07-07,Returned
677,6456,2025-12-24,Completed
678,1781,2025-08-15,Returned
679,1754,2025-10-08,Returned
680,9886,2025-10-11,Completed
681,6198,2025-09-11,Completed
682,6382,2025-06-19,Cancelled
683,3551,2026-02-07,Cancelled
684,3376,2025-05-02,Returned
685,5687,2025-12-10,Cancelled
686,6574,2025-09-01,Cancelled
687,854,2025-07-01,Returned
688,6067,2025-06-21,Cancelled
689,2880,2025-05-03,Returned
690,1675,2026-01-13,Cancelled
691,7538,2025-10-13,Completed
692,3338,2025-08-27,Completed
693,4491,2025-06-10,Returned
694,6164,2025-10-12,Returned
695,4350,2025-05-27,Cancelled
696,4724,2025-06-29,Returned
697,7500,2025-06-15,Completed
698,5486,2025-09-09,Returned
699,5908,2026-01-15,Completed
700,1701,2026-02-01,Cancelled
701,8871,2026-04-13,Returned
702,8862,2026-01-14,Cancelled
703,4293,2026-02-13,Completed
704,4155,2025-06-24,Cancelled
705,3252,2025-08-12,Returned
706,9612,2025-10-01,Cancelled
707,8879,2025-11-02,Completed
708,6956,2025-12-24,Completed
709,9026,2025-07-21,Returned
710,7700,2026-01-21,Cancelled
711,6800,2026-01-24,Completed
712,6674,2025-12-26,Cancelled
713,6883,2025-11-13,Cancelled
714,1451,2025-08-24,Cancelled
715,3478,2025-11-30,Returned
716,1542,2025-09-04,Completed
717,746,2026-03-19,Completed
718,6361,2025-10-09,Cancelled
719,7758,2025-12-11,Cancelled
720,723,2025-07-05,Completed
721,9604,2025-11-21,Returned
722,6001,2026-03-15,Returned
723,783,2026-01-12,Returned
724,6498,2025-09-29,Cancelled
725,6858,2026-03-05,Returned
726,2503,2025-05-13,Completed
727,3688,2025-09-18,Completed
728,5200,2025-09-24,Completed
729,1128,2025-06-01,Completed
730,9831,2025-09-22,Returned
731,8305,2025-04-23,Cancelled
732,7704,2025-11-20,Cancelled
733,3366,2026-01-17,Completed
734,9957,2026-03-14,Cancelled
735,1891,2025-07-11,Returned
736,3853,2025-07-03,Completed
737,7567,2025-07-31,Completed
738,5163,2025-08-24,Cancelled
739,2396,2025-09-03,Completed
740,6913,2026-01-02,Returned
741,8831,2025-05-12,Completed
742,1112,2025-06-13,Completed
743,2860,2025-10-04,Returned
744,5190,2025-04-26,Completed
745,3226,2025-07-06,Completed
746,2297,2025-11-11,Returned
747,5160,2025-05-12,Cancelled
748,1237,2025-05-18,Cancelled
749,1550,2025-05-15,Cancelled
750,103,2026-01-24,Completed
751,1258,2025-10-23,Returned
752,9683,2025-04-14,Completed
753,7585,2026-03-01,Completed
754,4664,2025-06-02,Returned
755,9168,2026-04-03,Completed
756,9615,2025-06-20,Returned
757,5250,2025-08-22,Returned
758,7096,2026-03-04,Completed
759,3008,2026-02-27,Returned
760,4582,2025-05-18,Cancelled
761,6410,2025-10-23,Completed
762,4765,2025-11-04,Completed
763,9460,2025-05-01,Returned
764,3497,2025-11-29,Returned
765,9617,2025-07-23,Returned
766,5507,2026-04-02,Completed
767,1712,2025-05-24,Returned
768,9258,2025-10-28,Returned
769,9914,2025-04-24,Returned
770,1265,2026-03-17,Cancelled
771,4240,2026-02-08,Completed
772,5601,2025-07-04,Cancelled
773,9131,2025-05-24,Completed
774,4183,2025-12-29,Returned
775,4909,2025-08-21,Completed
776,2432,2025-07-25,Returned
777,9286,2026-02-10,Completed
778,4680,2026-03-06,Cancelled
779,8782,2026-04-02,Completed
780,6990,2026-03-09,Returned
781,3351,2025-06-09,Returned
782,9922,2025-08-02,Cancelled
783,7371,2025-09-23,Cancelled
784,662,2025-07-28,Returned
785,6840,2025-07-20,Returned
786,9742,2025-06-06,Returned
787,6868,2025-11-27,Returned
788,490,2026-01-30,Cancelled
789,2977,2025-04-27,Returned
790,4371,2026-01-30,Cancelled
791,1861,2025-11-03,Cancelled
792,5552,2026-02-22,Completed
793,4632,2025-06-09,Returned
794,5730,2026-02-16,Cancelled
795,3897,2025-06-04,Cancelled
796,3997,2026-03-20,Returned
797,966,2026-01-30,Completed
798,7085,2025-05-15,Cancelled
799,4830,2025-09-20,Cancelled
800,9759,2025-12-12,Completed
801,9630,2025-05-06,Cancelled
802,5155,2025-06-24,Returned
803,3783,2026-04-08,Completed
804,588,2025-06-19,Returned
805,8474,2025-05-12,Cancelled
806,3977,2026-02-03,Completed
807,5856,2025-11-14,Returned
808,8169,2026-04-04,Returned
809,1792,2025-05-24,Returned
810,2260,2025-05-21,Completed
811,6834,2025-05-16,Cancelled
812,4494,2025-07-31,Completed
813,1150,2025-10-15,Cancelled
814,7451,2026-04-08,Cancelled
815,6317,2026-03-02,Completed
816,2290,2025-05-14,Returned
817,7308,2026-02-13,Completed
818,5110,2025-11-18,Completed
819,1619,2026-02-22,Cancelled
820,8540,2025-11-09,Completed
821,6806,2026-03-16,Returned
822,142,2025-07-07,Returned
823,5490,2025-11-07,Returned
824,5019,2025-12-04,Cancelled
825,5448,2025-08-13,Returned
826,205,2025-10-19,Returned
827,3192,2025-11-11,Returned
828,1685,2025-12-15,Cancelled
829,3666,2026-02-03,Cancelled
830,5297,2025-09-19,Cancelled
831,3866,2025-10-30,Cancelled
832,1635,2025-07-10,Completed
833,6102,2025-11-24,Returned
834,9948,2025-12-11,Completed
835,3243,2025-11-10,Cancelled
836,6619,2026-01-09,Returned
837,6878,2025-10-20,Completed
838,5437,2025-10-11,Completed
839,4397,2025-07-13,Cancelled
840,7241,2025-10-06,Returned
841,8524,2026-03-23,Completed
842,8714,2025-06-09,Cancelled
843,1943,2025-11-13,Returned
